"朝","晨, あさ, あした","朝, 晨, あさ, あした
Adverb
1.  morning
Only あさ
2.  breakfast
Only 朝, Only あした, Archaism
3.  next morning
 
","https://takoboto.jp/?w=1428280"
"朝ご飯","朝ごはん, 朝御飯, あさごはん","朝ご飯, 朝ごはん, 朝御飯, あさごはん
breakfast
 
","https://takoboto.jp/?w=1586330"
"明後日","あさって, みょうごにち","明後日, あさって, みょうごにち
Adverb
1.  day after tomorrow
Only あさって, May take 'no', See あさっての方を向く
2.  wrong (e.g. direction)
 
","https://takoboto.jp/?w=1584640"
"足","脚, 肢, あし","足, 脚, 肢, あし
esp. 足
1.  foot, paw, arm (of an octopus, squid, etc.)
esp. 脚, 肢
2.  leg
3.  gait
4.  pace
usu. 脚
5.  bottom structural component (i.e. radical) of a kanji
 
","https://takoboto.jp/?w=1404630"
"明日","あした, あす, みょうにち","明日, あした, あす, みょうにち
Adverb
1.  tomorrow
Only あす
2.  near future
 
","https://takoboto.jp/?w=1584660"
"あそこ","彼処, 彼所, あすこ, かしこ, アソコ, あしこ, あこ","あそこ, 彼処, 彼所, あすこ, かしこ, アソコ, あしこ, あこ
Pronoun, See どこ・1, See ここ・1, See そこ・1, Usually in kana, place physically distant from both speaker and listener
1.  there, over there, that place, yonder, you-know-where
Only あそこ, Only あすこ, Only アソコ, Colloquialism, euphemistic
2.  genitals, private parts, nether regions
See あれほど, something psychologically distant from both speaker and listener
3.  that far, that much, that point
 
","https://takoboto.jp/?w=1000320"
"遊ぶ","あそぶ, あすぶ","遊ぶ, あそぶ, あすぶ
Godan verb, Intransitive
1.  to play (games, sports), to enjoy oneself, to have a good time
2.  to mess about (with alcohol, gambling, philandery, etc.)
3.  to be idle, to do nothing, to be unused
4.  to meet up (with friends), to hang out
5.  to give oneself up (to gambling, drinking, etc.)
 
","https://takoboto.jp/?w=1542160"
"暖かい","温かい, 暖い, あたたかい, あったかい","暖かい, 温かい, 暖い, あたたかい, あったかい
暖かい usu. refers to air temperature
1.  warm, mild, (pleasantly) hot
Only 温かい
2.  considerate, kind, genial
Only 暖かい
3.  warm (of a colour), mellow
4.  having enough money
 
","https://takoboto.jp/?w=1586420"
"頭","あたま, かしら","頭, あたま, かしら
1.  head
2.  hair (on one's head)
Only あたま
3.  mind, brains, intellect
4.  leader, chief, boss, captain
5.  top, tip
 
","https://takoboto.jp/?w=1582310"
"新しい","新らしい, あたらしい","新しい, 新らしい, あたらしい
new, novel, fresh, recent, latest, up-to-date, modern
 
","https://takoboto.jp/?w=1361490"
"あちら","彼方, あっち, あち","あちら, 彼方, あっち, あち
Pronoun, See こちら・1, See そちら・1, See どちら・1, Usually in kana, direction distant from both speaker and listener
1.  that way, that direction, over there, yonder
something physically distant from both speaker and listener, or something not visible but known by both speaker and listener
2.  that (one)
someone physically distant from both speaker and listener, or someone not present but known by both speaker and listener. あちら is polite
3.  that person, foreign country (esp. a Western nation)
See more >
","https://takoboto.jp/?w=1483185"
"暑い","あつい","暑い, あつい
Antonym: 寒い・1
1.  hot, warm, sultry, heated
2.  passionate, impassioned, burning (desire, etc.)
3.  on everybody's mind, on the radar, du jour, interested (gaze, etc.)
 
","https://takoboto.jp/?w=1343460"
"熱い","あつい","熱い, あつい
Antonym: 冷たい・1
1.  hot (to the touch)
Antonym: 冷たい・2
2.  passionate (feelings, etc.), ardent, hot (e.g. gaze)
3.  hot (e.g. temper)
4.  zealous, enthusiastic, fired up
5.  intense, severe, extreme
 
","https://takoboto.jp/?w=1467720"
"厚い","篤い, あつい","厚い, 篤い, あつい
Only 厚い
1.  thick, deep, heavy
2.  kind, cordial, hospitable, warm, faithful
Only 篤い
3.  serious (of an illness)
4.  abundant
 
","https://takoboto.jp/?w=1275320"
"後","あと","後, あと
May take 'no', See 後ずさり
1.  behind, rear
See その後
2.  after, later
3.  remainder, the rest
Adverb
4.  more (e.g. five more minutes), left
5.  also, in addition
 
","https://takoboto.jp/?w=1269320"
"兄","あに","兄, あに
older brother, elder brother
 
","https://takoboto.jp/?w=1249900"
"姉","姐, あね","姉, 姐, あね
older sister, elder sister
 
","https://takoboto.jp/?w=1307630"
"['アパート']","","アパート
See アパートメントハウス, Abbreviation
apartment building, apartment block, apartment house
 
","https://takoboto.jp/?w=1017760"
"浴びる","あびる","浴びる, あびる
Ichidan verb, Transitive
1.  to dash over oneself (e.g. water), to take (e.g. shower), to bask in (e.g. the sun), to bathe in, to be flooded with (e.g. light), to be covered in
2.  to suffer (e.g. an attack), to draw (e.g. criticism, attention, praise), to have heaped upon, to be showered with
 
","https://takoboto.jp/?w=1547450"
"危ない","あぶない","危ない, あぶない
1.  dangerous, risky, hazardous, perilous, precarious
2.  in danger, in jeopardy, critical, grave, at risk
3.  uncertain, unreliable, insecure, unsteady, doubtful
4.  close (call), narrow (escape)
Interjection
5.  look out!, watch out!, be careful!
 
","https://takoboto.jp/?w=1218380"
"甘い","あまい","甘い, あまい
1.  sweet-tasting, sweet, sugary, sugared
2.  fragrant (smelling), sweet (music)
3.  lightly salted, light in salt, not spicy
See 甘く見る
4.  naive, overly optimistic, soft on, generous, indulgent, easy-going, lenient
5.  half-hearted, not finished properly
 
","https://takoboto.jp/?w=1213400"
"あまり","余り, 餘り, あんまり","あまり, 余り, 餘り, あんまり
Only あまり, May take 'no', Usually in kana
1.  remainder, remnant, rest, balance, surplus, remains (of a meal), leftovers
Adverb, with neg. sentence
2.  (not) very, (not) much
See あまりに, See の余り・のあまり, esp. as あまりに(も)
3.  too much, excessively, overly
NA-adjective
4.  extreme, great, severe, tremendous, terrible
Noun, used as a suffix
5.  more than, over
 
","https://takoboto.jp/?w=1584930"
"雨","あめ","雨, あめ
1.  rain
2.  rainy day, rainy weather
See 花札
3.  the November suit (in hanafuda)
 
","https://takoboto.jp/?w=1171900"
"飴","あめ","飴, あめ
Food term
1.  (hard) candy, toffee
2.  rice-sugar, sugar made from the starch of rice, potatoes, etc.
See 飴色, Abbreviation
3.  amber, yellowish-brown
 
","https://takoboto.jp/?w=1153520"
"洗う","あらう","洗う, あらう
Godan verb, Transitive
1.  to wash, to cleanse, to rinse
2.  to inquire into, to investigate
3.  to purify (one's heart)
4.  to lave (e.g. shore), to wash over (e.g. deck), to sweep
 
","https://takoboto.jp/?w=1390930"
"歩く","あるく","歩く, あるく
Godan verb, Intransitive
to walk
 
","https://takoboto.jp/?w=1514320"
"いいえ","否, いいや, いえ, いな, いや","いいえ, 否, いいや, いえ, いな, いや
Interjection, Usually in kana
1.  no, nay
2.  well, er, why
3.  you're welcome, not at all, don't mention it
 
","https://takoboto.jp/?w=1583250"
"言う","云う, 謂う, いう, ゆう","言う, 云う, 謂う, いう, ゆう
Godan verb
1.  to say, to utter, to declare
2.  to name, to call
Only 言う
3.  to go (e.g. ""the alarm went ping""), to make a noise
 
","https://takoboto.jp/?w=1587040"
"家","いえ","家, いえ
1.  house, residence, dwelling
2.  family, household
3.  lineage, family name
 
","https://takoboto.jp/?w=1191730"
"どう","如何","どう, 如何
Adverb, See こう・1, See そう・1, See ああ, Usually in kana
how, in what way, how about
 
","https://takoboto.jp/?w=1008910"
"いく","行く, 往く, ゆく","いく, 行く, 往く, ゆく
Godan verb, Intransitive, See 来る・1
1.  to go, to move (towards), to head (towards), to leave (for)
2.  to move through, to travel across, to walk along (e.g. a road)
3.  to go (well, badly, etc.), to proceed, to turn out, to get along
oft. as で〜
4.  to do (in a particular way), to go (with; a choice), to try
5.  to pass (of time, seasons, etc.), to go by
 
","https://takoboto.jp/?w=1578850"
"いくつ","幾つ","いくつ, 幾つ
Adverb, Usually in kana
1.  how many
2.  how old
 
","https://takoboto.jp/?w=1219960"
"いくら","幾ら","いくら, 幾ら
Adverb, Usually in kana
1.  how much
Noun, used as a suffix, after a rounded number, esp. a sum of money
2.  something over, and something, -odd
as いくら...〜ても, いくら...〜でも, etc.
3.  however (much), no matter how
 
","https://takoboto.jp/?w=1219980"
"池","いけ","池, いけ
pond
 
","https://takoboto.jp/?w=1421700"
"医者","いしゃ","医者, いしゃ
usu. as お医者さん in polite speech
doctor, physician
 
","https://takoboto.jp/?w=1159980"
"椅子","倚子, いす, イス","椅子, 倚子, いす, イス
1.  chair, stool
2.  post, office, position
 
","https://takoboto.jp/?w=1157070"
"忙しい","忙がしい, いそがしい","忙しい, 忙がしい, いそがしい
1.  busy, occupied, hectic
2.  restless, hurried, fidgety
 
","https://takoboto.jp/?w=1519290"
"痛い","甚い, いたい","痛い, 甚い, いたい
1.  painful, sore
Colloquialism
2.  cringy, embarrassing
Suffix, See 甚く, esp. 甚い
3.  exceeding
 
","https://takoboto.jp/?w=1432680"
"一","１, 壱, 弌, 壹, いち","一, １, 壱, 弌, 壹, いち
Numeric, Prefix, 壱, 弌 and 壹 are used in legal documents
1.  one, 1
May take 'no', Suffix
2.  best
3.  first, foremost
4.  beginning, start
Noun, used as a prefix, before a noun
5.  a (single), one (of many)
 
","https://takoboto.jp/?w=1160790"
"一日","１日, いちにち, いちじつ","一日, １日, いちにち, いちじつ
Adverb
1.  one day
Only いちにち, See 一日中
2.  all day (long), the whole day, from morning till night
See １日・ついたち・1
3.  1st day of the month
 
","https://takoboto.jp/?w=1576260"
"一番","１番, いちばん","一番, １番, いちばん
May take 'no'
1.  number one, first, first place
Adverb
2.  best, most
3.  game, round, bout
See 試しに
4.  as a test, as an experiment, by way of experiment, by way of trial, tentatively
5.  song (e.g. in noh), piece
 
","https://takoboto.jp/?w=1165970"
"５日","五日, いつか, ごにち","５日, 五日, いつか, ごにち
1.  5th day of the month
2.  five days
 
","https://takoboto.jp/?w=1268570"
"一緒","一しょ, いっしょ","一緒, 一しょ, いっしょ
Adverb, May take 'no', See 御一緒
1.  together
2.  at the same time, identical
 
","https://takoboto.jp/?w=1163400"
"五つ","５つ, 伍つ, いつつ","五つ, ５つ, 伍つ, いつつ
Numeric
1.  five
2.  five years of age
3.  eight o'clock (old time system)
 
","https://takoboto.jp/?w=1268070"
"いつも","何時も","いつも, 何時も
Adverb, Usually in kana
1.  always, all the time, at all times
with neg. verb
2.  never
May take 'no'
3.  usual, regular, habitual, customary
 
","https://takoboto.jp/?w=1188890"
"いぬ","犬, 狗, イヌ","いぬ, 犬, 狗, イヌ
1.  dog (Canis (lupus) familiaris)
See みっこくしゃ, Derogatory, Usually in kana
2.  squealer, rat, snitch, informer, informant, spy
3.  loser, asshole
Noun, used as a prefix
4.  counterfeit, inferior, useless, wasteful
 
","https://takoboto.jp/?w=1258330"
"今","いま","今, いま
May take 'no', Adverb
1.  now, the present time, just now, soon, immediately
2.  another, more
 
","https://takoboto.jp/?w=1288850"
"意味","いみ","意味, いみ
Takes suru, Transitive
meaning, significance, sense
 
","https://takoboto.jp/?w=1156800"
"妹","いもうと","妹, いもうと
younger sister
 
","https://takoboto.jp/?w=1524590"
"嫌","厭, 厭や, いや, や, イヤ","嫌, 厭, 厭や, いや, や, イヤ
NA-adjective
disagreeable, detestable, unpleasant, reluctant
 
","https://takoboto.jp/?w=1587610"
"入口","入り口, 這入口, いりぐち, いりくち, はいりぐち, はいりくち","入口, 入り口, 這入口, いりぐち, いりくち, はいりぐち, はいりくち
See 出口・1
entrance, entry, gate, approach, mouth
 
","https://takoboto.jp/?w=1582820"
"いる","居る","いる, 居る
Ichidan verb, Intransitive, See 在る・1, Usually in kana
1.  to be (of animate objects), to exist
2.  to stay
Auxiliary verb, after the -te form of a verb; indicates continuing action or state
3.  to be ...-ing, to have been ...-ing
 
","https://takoboto.jp/?w=1577980"
"いる","要る","いる, 要る
Godan verb, Intransitive, Usually in kana
to need, to want
 
","https://takoboto.jp/?w=1546640"
"入れる","容れる, 函れる, いれる","入れる, 容れる, 函れる, いれる
Ichidan verb, Transitive
1.  to put in, to let in, to take in, to bring in, to insert, to install (e.g. software), to set (a jewel, etc.), to ink in (e.g. tattoo)
2.  to admit, to accept, to employ, to hire, to comply, to grant, to adopt (a policy, etc.), to take (advice, etc.), to listen to, to pay attention to
3.  to include
4.  to pay (one's rent, etc.)
5.  to cast (a vote)
 
","https://takoboto.jp/?w=1465610"
"色","いろ","色, いろ
1.  colour, color, hue, tint, tinge, shade
2.  complexion, skin colour, skin color
3.  look (on one's face), expression
4.  appearance, air, feeling
5.  personality, character
 
","https://takoboto.jp/?w=1357600"
"いろいろ","色々, 色色","いろいろ, 色々, 色色
NA-adjective, May take 'no', Adverb, Adverb taking the 'to' particle, Usually in kana
1.  various, all sorts of, variety of
Archaism
2.  various colors (colours)
 
","https://takoboto.jp/?w=1587850"
"上","うえ","上, うえ
May take 'no'
1.  above, over, up
2.  top, summit, upper part, head (e.g. of a staircase)
3.  surface, on (top of)
4.  the above (in a piece of writing), earlier part
5.  superior, better, higher (position, rank, etc.), upper (class)
 
","https://takoboto.jp/?w=1352130"
"後ろ","後, うしろ","後ろ, 後, うしろ
May take 'no'
back, behind, rear
 
","https://takoboto.jp/?w=1269410"
"薄い","うすい","薄い, うすい
in ref. to objects, not to people
1.  thin
2.  pale, light, faint
3.  watery, dilute
4.  weak (taste, etc.), little (affection, etc.) not much (of a presence)
5.  slim (probability, etc.), small
 
","https://takoboto.jp/?w=1475480"
"歌","唄, 詩, うた","歌, 唄, 詩, うた
Only 歌, Only 唄, esp. 唄 for folk songs and shamisen songs
1.  song, singing
See 短歌
2.  classical Japanese poem (esp. tanka)
Only 詩
3.  modern poetry
 
","https://takoboto.jp/?w=1193180"
"歌う","唄う, 詠う, 謡う, 唱う, うたう","歌う, 唄う, 詠う, 謡う, 唱う, うたう
Godan verb, Transitive, Intransitive
1.  to sing
esp. 歌う, 詠う
2.  to sing of (love, beauty, etc.) in a poem, to express in the form of a poem, to recite (a poem)
 
","https://takoboto.jp/?w=1588120"
"生まれる","産まれる, 生れる, 産れる, うまれる","生まれる, 産まれる, 生れる, 産れる, うまれる
Ichidan verb, Intransitive
to be born
 
","https://takoboto.jp/?w=1378690"
"海","うみ, み, わた, わだ","海, うみ, み, わた, わだ
sea, ocean, waters
 
","https://takoboto.jp/?w=1201190"
"売る","うる","売る, うる
Godan verb, Transitive
to sell
 
","https://takoboto.jp/?w=1473950"
"うるさい","煩い, 五月蝿い, 五月蠅い","うるさい, 煩い, 五月蝿い, 五月蠅い
Usually in kana
1.  noisy, loud
2.  annoying, troublesome, tiresome, persistent, importunate
3.  fussy, finicky, picky, particular, nagging, fastidious, bossy
Interjection
4.  shut up, be quiet
 
","https://takoboto.jp/?w=1481920"
"上着","上衣, 表着, うわぎ, じょうい","上着, 上衣, 表着, うわぎ, じょうい
1.  coat, jacket, outerwear
2.  top, upper-body garment
 
","https://takoboto.jp/?w=1580340"
"絵","画, え, が","絵, 画, え, が
1.  picture, drawing, painting, sketch
2.  image (TV, film, etc.), footage
 
","https://takoboto.jp/?w=1202270"
"映画","えいが","映画, えいが
movie, film, motion picture
 
","https://takoboto.jp/?w=1173720"
"映画館","えいがかん","映画館, えいがかん
movie theatre, movie theater, cinema
 
","https://takoboto.jp/?w=1173750"
"英語","えいご","英語, えいご
English (language)
 
","https://takoboto.jp/?w=1174420"
"ええ","えー","ええ, えー
Interjection
1.  yes, that is correct, right
2.  um, errr
3.  huh?
4.  grrr, gah, Must I?
Noun or verb acting prenominally, See 良い・1, Dialect: Kansai-ben
5.  good
 
","https://takoboto.jp/?w=1001140"
"駅","驛, えき","駅, 驛, えき
1.  railway station, train station
historical term
2.  staging post on a highway (in pre-modern Japan)
Counter
3.  counter for railway stations and bus stations
 
","https://takoboto.jp/?w=1175140"
"エレベーター","エレベータ","エレベーター, エレベータ
elevator, lift
 
","https://takoboto.jp/?w=1030630"
"鉛筆","えんぴつ, エンピツ","鉛筆, えんぴつ, エンピツ
pencil
 
","https://takoboto.jp/?w=1178590"
"おいしい","美味しい","おいしい, 美味しい
Usually in kana
1.  good(-tasting), nice, delicious, tasty
2.  attractive (offer, opportunity, etc.), appealing, convenient, favorable, desirable, profitable
 
","https://takoboto.jp/?w=1486650"
"多い","おおい","多い, おおい
1.  many, numerous, a lot
2.  large amount of, large quantity of, much
3.  frequent, common
 
","https://takoboto.jp/?w=1407460"
"大きい","おおきい","大きい, おおきい
1.  big, large, great
2.  loud
3.  extensive, spacious
4.  important, decisive, valuable
5.  older, grown up
 
","https://takoboto.jp/?w=1588880"
"大きな","おおきな","大きな, おおきな
Pre-noun adjectival (rentaishi), See 小さな
big, large, great
 
","https://takoboto.jp/?w=1412890"
"大勢","大ぜい, おおぜい, たいぜい","大勢, 大ぜい, おおぜい, たいぜい
May take 'no'
1.  crowd of people, great number of people
Adverb
2.  in great numbers
 
","https://takoboto.jp/?w=1414220"
"お母さん","御母さん, おかあさん","お母さん, 御母さん, おかあさん
See 母さん・1, Honorific or respectful
1.  mother, mom, mum, ma
2.  wife
 
","https://takoboto.jp/?w=1002650"
"お菓子","御菓子, おかし","お菓子, 御菓子, おかし
See 菓子
confections, sweets, candy, cake
 
","https://takoboto.jp/?w=1001710"
"お金","御金, おかね","お金, 御金, おかね
See 金・かね・1, Polite
money
 
","https://takoboto.jp/?w=1001820"
"起きる","おきる","起きる, おきる
Ichidan verb, Intransitive
1.  to get up, to rise, to blaze up (fire)
2.  to wake up, to be awake, to stay awake
3.  to occur (usu. of unfavourable incidents), to happen, to take place
 
","https://takoboto.jp/?w=1223640"
"おく","置く","おく, 置く
Godan verb, Transitive
1.  to put, to place
2.  to leave (behind)
3.  to establish (an organization, a facility, a position, etc.), to set up
4.  to appoint (someone to a certain position), to hire, to employ
5.  to place (one's trust, one's faith, etc.), to bear (in mind, etc.)
 
","https://takoboto.jp/?w=1421850"
"奥さん","おくさん","奥さん, おくさん
Honorific or respectful
wife, your wife, his wife, married lady, madam
 
","https://takoboto.jp/?w=1179330"
"お酒","御酒, おさけ, ごしゅ","お酒, 御酒, おさけ, ごしゅ
See 酒, Polite
alcohol, sake
See more >
","https://takoboto.jp/?w=1329015"
"お皿","おさら","お皿, おさら
See 皿
plate, dish
See more >
","https://takoboto.jp/?w=1299685"
"教える","おしえる","教える, おしえる
Ichidan verb, Transitive
1.  to teach, to instruct
2.  to tell, to inform, to show
3.  to preach
 
","https://takoboto.jp/?w=1236900"
"押す","圧す, 捺す, おす","押す, 圧す, 捺す, おす
Only 押す, Godan verb, Transitive
1.  to push, to press
Only 圧す
2.  to apply pressure from above, to press down
Only 捺す, See 判を押す
3.  to stamp (i.e. a passport), to apply a seal
4.  to affix (e.g. gold leaf)
5.  to press (someone for something), to urge, to compel, to influence
 
","https://takoboto.jp/?w=1180470"
"遅い","鈍い, 晩い, 遲い, おそい","遅い, 鈍い, 晩い, 遲い, おそい
Only 遅い, Only 鈍い, Only 遲い
1.  slow, time-consuming, sluggish
Only 晩い
2.  late (in the day), towards the end (of the day or night), until a time far into the day or night
3.  later (than expected or usual), behind schedule, behind time, tardy, overdue, unpunctual
4.  too late, having missed the boat
Archaism
5.  dull, stupid
 
","https://takoboto.jp/?w=1421970"
"お茶","御茶, おちゃ","お茶, 御茶, おちゃ
See 茶・1, Polite
1.  tea (usu. green)
2.  tea break (at work)
See 茶の湯
3.  tea ceremony
 
","https://takoboto.jp/?w=1002430"
"お手洗い","御手洗い, おてあらい","お手洗い, 御手洗い, おてあらい
toilet, restroom, lavatory, bathroom
 
","https://takoboto.jp/?w=1002100"
"お父さん","御父さん, おとうさん, おとっさん","お父さん, 御父さん, おとうさん, おとっさん
See 父さん, Honorific or respectful
1.  father, dad, papa, pa, pop, daddy, dada
2.  husband
Pronoun, Colloquialism, of person older than speaker
3.  you, he, him
 
","https://takoboto.jp/?w=1002590"
"弟","おとうと, てい","弟, おとうと, てい
1.  younger brother, little brother, kid brother
Only おとうと, See 義弟・1
2.  brother-in-law (spouse's younger brother or younger sister's husband)
Only てい, Archaism
3.  pupil, apprentice
 
","https://takoboto.jp/?w=1581930"
"男","おとこ, おっこ","男, おとこ, おっこ
Noun, used as a prefix, See 女・おんな・1
1.  man, male
2.  fellow, guy, chap, bloke
3.  male lover, boyfriend
4.  manliness, manly honor, manly honour, manly reputation
 
","https://takoboto.jp/?w=1419990"
"男の子","おとこのこ","男の子, おとこのこ
Expression, See 女の子・1
1.  boy, son, baby boy
See 女の子・2
2.  young man
 
","https://takoboto.jp/?w=1420010"
"一昨日","おととい, おとつい, いっさくじつ","一昨日, おととい, おとつい, いっさくじつ
Adverb
day before yesterday
 
","https://takoboto.jp/?w=1576050"
"一昨年","おと年, おととし, いっさくねん","一昨年, おと年, おととし, いっさくねん
Adverb
year before last
 
","https://takoboto.jp/?w=1576060"
"大人","おとな, だいにん","大人, おとな, だいにん
May take 'no', NA-adjective
adult, grown-up
 
","https://takoboto.jp/?w=1414170"
"お腹","御腹, お中, 御中, おなか","お腹, 御腹, お中, 御中, おなか
Polite
belly, abdomen, stomach
 
","https://takoboto.jp/?w=1002610"
"同じ","おなじ, おんなじ","同じ, おなじ, おんなじ
Noun or verb acting prenominally
1.  same, identical, equal, uniform, equivalent, similar, common (origin), changeless, alike
Adverb, usu. part of a 'nara' conditional
2.  anyway, anyhow, in either case
 
","https://takoboto.jp/?w=1451750"
"お兄さん","御兄さん, おにいさん","お兄さん, 御兄さん, おにいさん
See 兄さん・1, Honorific or respectful
1.  older brother, elder brother
See 兄さん・3, vocative
2.  young man, buddy, fella, laddie
 
","https://takoboto.jp/?w=1001830"
"お姉さん","お姐さん, 御姉さん, 御姐さん, おねえさん","お姉さん, お姐さん, 御姉さん, 御姐さん, おねえさん
See 姉さん・1, Honorific or respectful, usu. お姉さん
1.  older sister, elder sister
See 姉さん・2, vocative
2.  young lady
See 姉さん・3, referring to a waitress, etc.; usu. お姐さん
3.  miss
See 姉さん・4, used by geisha to refer to their superiors; usu. お姐さん
4.  ma'am
5.  older girl
 
","https://takoboto.jp/?w=1001990"
"おばあさん","お祖母さん, お婆さん, 御祖母さん, 御婆さん, おばーさん","おばあさん, お祖母さん, お婆さん, 御祖母さん, 御婆さん, おばーさん
See 祖母さん・1, Usually in kana, usu. お祖母さん
1.  grandmother
See 婆さん・2, usu. お婆さん
2.  old woman, female senior citizen
 
","https://takoboto.jp/?w=1002330"
"お風呂","御風呂, おふろ","お風呂, 御風呂, おふろ
See 風呂・1
bath
See more >
","https://takoboto.jp/?w=2220600"
"お弁当","御弁当, おべんとう","お弁当, 御弁当, おべんとう
See 弁当
bento, Japanese box lunch
See more >
","https://takoboto.jp/?w=1513065"
"覚える","憶える, おぼえる","覚える, 憶える, おぼえる
Ichidan verb, Transitive
1.  to memorize, to memorise, to commit to memory, to learn by heart, to bear in mind, to remember, to pick up, to acquire
Only 覚える
2.  to feel
3.  to think, to regard
 
","https://takoboto.jp/?w=1206050"
"おまわりさん","お巡りさん, 御巡りさん","おまわりさん, お巡りさん, 御巡りさん
See 巡査, Familiar language, Usually in kana
police officer
 
","https://takoboto.jp/?w=1002120"
"重い","おもい","重い, おもい
Antonym: 軽い・1
1.  heavy, weighty
2.  heavy (feeling), depressed, gloomy, blue, uneasy
3.  slow, sluggish, lumbering, ponderous, clumsy
4.  important (position, responsibility, etc.), serious, grave
5.  serious (punishment, illness, etc.), severe, critical
 
","https://takoboto.jp/?w=1335750"
"面白い","おもしろい","面白い, おもしろい
1.  interesting, fascinating, intriguing, enthralling
2.  amusing, funny, comical
3.  enjoyable, fun, entertaining, pleasant, agreeable
usu. in the negative
4.  good, satisfactory, favourable, desirable, encouraging
 
","https://takoboto.jp/?w=1533580"
"泳ぐ","游ぐ, およぐ","泳ぐ, 游ぐ, およぐ
Godan verb, Intransitive
1.  to swim
2.  to struggle through (a crowd)
3.  to make one's way through the world, to get along (in life)
4.  to totter, to lose one's balance
 
","https://takoboto.jp/?w=1174340"
"降りる","下りる, おりる","降りる, 下りる, おりる
Ichidan verb, Intransitive, esp. 下りる
1.  to descend (e.g. a mountain), to go down, to come down
esp. 降りる
2.  to alight (e.g. from bus), to get off, to disembark, to dismount
3.  to step down, to retire, to give up, to quit, to fold
4.  to be granted, to be issued, to be given
5.  to form (of frost, dew, mist, etc.)
 
","https://takoboto.jp/?w=1589500"
"終わる","終る, 了る, 卒る, 畢る, 竟る, おわる","終わる, 終る, 了る, 卒る, 畢る, 竟る, おわる
Godan verb, Intransitive, Auxiliary verb
to end, to come to an end, to close, to finish
 
","https://takoboto.jp/?w=1589600"
"音楽","おんがく","音楽, おんがく
music
 
","https://takoboto.jp/?w=1183720"
"女","おんな, おみな, おうな, うみな, おな","女, おんな, おみな, おうな, うみな, おな
Noun, used as a prefix, See 男・おとこ・1, can be blunt when used alone
1.  female, woman, female sex
2.  female lover, girlfriend, mistress, (someone's) woman
 
","https://takoboto.jp/?w=1344930"
